City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
697,Biak,ID,-0.9131,122.8766,75.13,82,100,5.03,overcast clouds
698,Mehamn,NO,71.0357,27.8492,46.31,100,100,18.41,drizzle rain
699,Mumford,GH,5.2618,-0.759,78.42,78,27,11.77,scattered clouds
700,Liverpool,GB,53.4106,-2.9779,62.29,61,40,18.41,scattered clouds
701,Belebey,RU,54.1167,54.1167,58.5,96,100,12.35,overcast clouds
702,Salamiyah,SY,35.0113,37.0532,91.04,17,0,13.96,clear sky
703,Buchanan,LR,5.8808,-10.0467,78.96,81,84,13.53,light rain
704,Ola,RU,59.5833,151.2833,42.84,51,0,5.88,clear sky
705,Eyl,SO,7.9803,49.8164,78.03,80,34,23.15,scattered clouds
706,Havelock,US,34.8791,-76.9013,78.78,80,0,8.05,clear sky
707,Sinnamary,GF,5.3833,-52.95,86.77,65,12,11.61,few clouds
